# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 210:         4.430       52.171      -0.20  VALKENBURG
# 267:         5.384       52.898      -1.30  STAVOREN
# 308:         3.379       51.381       0.00  CADZAND
# 375:         5.707       51.659      22.00  VOLKEL
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# Q        = Globale straling (in J/cm2) per uurvak; 
# N        = Bewolking (bedekkingsgraad van de bovenlucht in achtsten), tijdens de waarneming (9=bovenlucht onzichtbaar); 
# 
# STN,YYYYMMDD,   HH,    T,    Q,    N
# 
  308,20181001,   16,     ,     ,     
  308,20181001,   17,     ,     ,     
  308,20181001,   18,     ,     ,     
  308,20181001,   19,     ,     ,     
  308,20181001,   20,     ,     ,     
  308,20181001,   21,     ,     ,     
  308,20181001,   22,     ,     ,     
  308,20181001,   23,     ,     ,     
  308,20181001,   24,     ,     ,     
  308,20181002,    1,     ,     ,     
  308,20181002,    2,     ,     ,     
  308,20181002,    3,     ,     ,     
  308,20181002,    4,     ,     ,     
  308,20181002,    5,     ,     ,     
  308,20181002,    6,     ,     ,     
  308,20181002,    7,     ,     ,     
  308,20181002,    8,     ,     ,     
  308,20181002,    9,     ,     ,     
  308,20181002,   10,     ,     ,     
  308,20181002,   11,     ,     ,     
  308,20181002,   12,     ,     ,     
  308,20181002,   13,     ,     ,     
  308,20181002,   14,     ,     ,     
  308,20181002,   15,     ,     ,     
  308,20181002,   16,     ,     ,     
  308,20181002,   17,     ,     ,     
  308,20181002,   18,     ,     ,     
  308,20181002,   19,     ,     ,     
  308,20181002,   20,     ,     ,     
  308,20181002,   21,     ,     ,     
  308,20181002,   22,     ,     ,     
  308,20181002,   23,     ,     ,     
  308,20181002,   24,     ,     ,     
  308,20181003,    1,     ,     ,     
  308,20181003,    2,     ,     ,     
  308,20181003,    3,     ,     ,     
  308,20181003,    4,     ,     ,     
  308,20181003,    5,     ,     ,     
  308,20181003,    6,     ,     ,     
  308,20181003,    7,     ,     ,     
  308,20181003,    8,     ,     ,     
  308,20181003,    9,     ,     ,     
  308,20181003,   10,     ,     ,     
  308,20181003,   11,     ,     ,     
  308,20181003,   12,     ,     ,     
  308,20181003,   13,     ,     ,     
  308,20181003,   14,     ,     ,     
  308,20181003,   15,     ,     ,     
  308,20181003,   16,     ,     ,     
  308,20181003,   17,     ,     ,     
  308,20181003,   18,     ,     ,     
  308,20181003,   19,     ,     ,     
  308,20181003,   20,     ,     ,     
  308,20181003,   21,     ,     ,     
  308,20181003,   22,     ,     ,     
  308,20181003,   23,     ,     ,     
  308,20181003,   24,     ,     ,     
  308,20181004,    1,     ,     ,     
  308,20181004,    2,     ,     ,     
  308,20181004,    3,     ,     ,     
  308,20181004,    4,     ,     ,     
  308,20181004,    5,     ,     ,     
  308,20181004,    6,     ,     ,     
  308,20181004,    7,     ,     ,     
  308,20181004,    8,     ,     ,     
  308,20181004,    9,     ,     ,     
  308,20181004,   10,     ,     ,     
  308,20181004,   11,     ,     ,     
  308,20181004,   12,     ,     ,     
  308,20181004,   13,     ,     ,     
  308,20181004,   14,     ,     ,     
  308,20181004,   15,     ,     ,     
  308,20181004,   16,     ,     ,     
  308,20181004,   17,     ,     ,     
  308,20181004,   18,     ,     ,     
  308,20181004,   19,     ,     ,     
  308,20181004,   20,     ,     ,     
  308,20181004,   21,     ,     ,     
  308,20181004,   22,     ,     ,     
  308,20181004,   23,     ,     ,     
  308,20181004,   24,     ,     ,     
  375,20181001,    1,   98,    0,    8
  375,20181001,    2,  103,    0,    8
  375,20181001,    3,  102,    0,    8
  375,20181001,    4,   98,    0,    8
  375,20181001,    5,   86,    0,    6
  375,20181001,    6,   84,    1,    2
  375,20181001,    7,   96,   24,    5
  375,20181001,    8,  110,   60,    2
  375,20181001,    9,  120,  112,    7
  375,20181001,   10,   95,  110,    8
  375,20181001,   11,  109,  110,    8
  375,20181001,   12,  122,  171,    6
  375,20181001,   13,  121,  190,    7
  375,20181001,   14,  116,  117,    7
  375,20181001,   15,  118,   81,    5
  375,20181001,   16,   95,   43,    2
  375,20181001,   17,   94,   14,    8
  375,20181001,   18,   86,    0,    7
  375,20181001,   19,   86,    0,    8
  375,20181001,   20,   80,    0,    7
  375,20181001,   21,   78,    0,    8
  375,20181001,   22,   80,    0,    8
  375,20181001,   23,   54,    0,    7
  375,20181001,   24,   73,    0,    8
  375,20181002,    1,   75,    0,    8
  375,20181002,    2,   76,    0,    8
  375,20181002,    3,   78,    0,    8
  375,20181002,    4,   82,    0,    8
  375,20181002,    5,   85,    0,    8
  375,20181002,    6,   85,    0,    8
  375,20181002,    7,   98,    6,    8
  375,20181002,    8,  101,   18,    8
  375,20181002,    9,   99,   27,    8
  375,20181002,   10,  105,   38,    8
  375,20181002,   11,  114,   42,    8
  375,20181002,   12,  124,   52,    8
  375,20181002,   13,  152,   88,    8
  375,20181002,   14,  149,   72,    8
  375,20181002,   15,  152,   48,    7
  375,20181002,   16,  152,   50,    6
  375,20181002,   17,  144,   13,    7
  375,20181002,   18,  133,    0,    8
  375,20181002,   19,  112,    0,    7
  375,20181002,   20,  108,    0,    7
  375,20181002,   21,  108,    0,    7
  375,20181002,   22,   97,    0,    5
  375,20181002,   23,  110,    0,    7
  375,20181002,   24,  120,    0,    8
  375,20181003,    1,   95,    0,    7
  375,20181003,    2,  101,    0,    8
  375,20181003,    3,  111,    0,    8
  375,20181003,    4,  114,    0,    8
  375,20181003,    5,  101,    0,    7
  375,20181003,    6,  108,    1,    8
  375,20181003,    7,  111,   19,    7
  375,20181003,    8,  129,   68,    7
  375,20181003,    9,  142,  121,    8
  375,20181003,   10,  140,  117,    7
  375,20181003,   11,  150,  147,    7
  375,20181003,   12,  156,  140,    7
  375,20181003,   13,  162,  169,    7
  375,20181003,   14,  157,  129,    7
  375,20181003,   15,  153,   91,    8
  375,20181003,   16,  147,   79,    6
  375,20181003,   17,  133,   19,    0
  375,20181003,   18,  121,    0,    1
  375,20181003,   19,   96,    0,    0
  375,20181003,   20,   79,    0,    0
  375,20181003,   21,   85,    0,    1
  375,20181003,   22,   88,    0,    8
  375,20181003,   23,  102,    0,    8
  375,20181003,   24,  103,    0,    8
  375,20181004,    1,  116,    0,    8
  375,20181004,    2,  116,    0,    8
  375,20181004,    3,  115,    0,    8
  375,20181004,    4,  117,    0,    8
  375,20181004,    5,  116,    0,    8
  375,20181004,    6,  122,    1,    8
  375,20181004,    7,  126,    5,    8
  375,20181004,    8,  132,   21,    8
  375,20181004,    9,  147,   71,    7
  375,20181004,   10,  153,   95,    8
  375,20181004,   11,  165,   82,    8
  375,20181004,   12,  176,  157,    8
  375,20181004,   13,  181,  187,    6
  375,20181004,   14,  184,  134,    4
  375,20181004,   15,  175,  110,    4
  375,20181004,   16,  173,   46,    5
  375,20181004,   17,  160,   17,    8
  375,20181004,   18,  130,    0,    1
  375,20181004,   19,  122,    0,    0
  375,20181004,   20,  126,    0,    0
  375,20181004,   21,  124,    0,    3
  375,20181004,   22,  112,    0,    0
  375,20181004,   23,   97,    0,    0
  375,20181004,   24,   92,    0,    0
